2021-04-20T05:09:54.240Z,36.3453,27.1508,18.57,4.6,mb,,56,0.795,1.01,us,us6000e33i,2021-04-20T08:42:26.559Z,"29 km S of Mandráki, Greece",earthquake,5.6,4.7,0.083,44,reviewed,us,us
2021-04-20T05:46:15.810Z,17.9648,-66.9786,11,2.48,md,15,198,0.0658,0.19,pr,pr2021110004,2021-04-20T06:11:58.325Z,"7 km WSW of Fuig, Puerto Rico",earthquake,0.54,0.51,0.17,11,reviewed,pr,pr
2021-04-20T05:59:43.840Z,19.1935,-64.7906,58,3.59,md,16,331,1.4917,0.4,pr,pr2021110005,2021-04-20T06:18:27.428Z,"95 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.05,13.59,0.08,14,reviewed,pr,pr
2021-04-20T06:37:40.091Z,52.7912,178.3075,34.6,3,ml,,,,1.14,ak,ak021520wxqy,2021-04-20T07:47:16.167Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,472.7,,,reviewed,ak,ak
2021-04-20T07:03:37.550Z,34.045,-117.21,15.93,2.69,ml,150,15,0.07645,0.16,ci,ci39857008,2021-04-22T18:01:03.447Z,"3km WSW of Redlands, CA",earthquake,0.1,0.22,0.128,24,reviewed,ci,ci
2021-04-20T07:55:52.338Z,60.1738,-151.8996,56.2,2.7,ml,,,,0.62,ak,ak021521m3ys,2021-04-20T08:08:59.936Z,"18 km NW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-20T08:21:56.590Z,36.4447,25.47,10,4.2,mb,,83,1.246,0.81,us,us6000e35h,2021-04-23T05:14:20.040Z,"4 km NE of Firá, Greece",earthquake,5.3,1.9,0.2,8,reviewed,us,us
2021-04-20T08:38:26.570Z,38.4901667,-90.6028333,18.61,2.46,md,15,81,0.0369,0.23,nm,nm60126323,2021-04-24T13:28:24.095Z,"2 km ESE of Eureka, Missouri",earthquake,0.52,0.39,0.051,8,reviewed,nm,nm
2021-04-20T09:04:26.019Z,31.65180557,-104.555621,6.157275391,2.5,ml,25,79,0.04970083561,0.3,tx,tx2021hrvu,2021-04-20T15:23:03.830Z,"60 km SSW of Whites City, New Mexico",earthquake,2.488856164,1.016890068,0.2,15,reviewed,tx,tx
2021-04-20T09:48:34.270Z,40.188,-123.5988333,33.89,4.03,mw,49,40,0.08529,0.18,nc,nc73552000,2021-04-23T01:47:58.015Z,"20km ENE of Redway, CA",earthquake,0.26,0.6,,4,reviewed,nc,nc
2021-04-20T10:48:58.258Z,-24.9996,179.6698,523.34,4.4,mb,,79,7.374,0.68,us,us6000e364,2021-04-20T11:17:25.040Z,"south of the Fiji Islands",earthquake,8.3,9.3,0.057,89,reviewed,us,us
2021-04-20T12:22:20.780Z,17.9518,-66.999,8,3.56,md,21,217,0.0485,0.11,pr,pr2021110006,2021-04-21T12:24:11.939Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.38,0.67,0.12,11,reviewed,pr,pr
2021-04-20T12:46:06.020Z,17.9506,-67.0036,9,3.17,md,15,221,0.0448,0.12,pr,pr2021110007,2021-04-21T08:32:52.040Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.47,0.45,0.26,9,reviewed,pr,pr
2021-04-20T13:12:44.973Z,44.3145,-115.0639,10,2.7,ml,,64,0.125,0.45,us,us6000e36z,2021-04-21T13:25:27.706Z,"14 km NW of Stanley, Idaho",earthquake,1.6,2,0.048,56,reviewed,us,us
2021-04-20T13:39:50.621Z,19.0918,-154.2385,10,3.2,ml,,342,0.799,0.62,us,us6000e373,2021-04-21T13:38:15.040Z,"82 km ESE of Leilani Estates, Hawaii",earthquake,7.3,2,0.077,22,reviewed,us,us
2021-04-20T13:47:23.870Z,17.9435,-67.0035,8,2.75,md,17,227,0.0483,0.15,pr,pr2021110008,2021-04-20T14:28:27.840Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.65,0.66,0.35,8,reviewed,pr,pr
2021-04-20T14:08:45.200Z,40.3115,-124.4998333,22.69,2.66,md,16,243,0.1224,0.1,nc,nc73552115,2021-04-21T13:51:54.040Z,"18km W of Petrolia, CA",earthquake,0.48,0.3,0.203,29,reviewed,nc,nc
2021-04-20T15:12:03.518Z,-18.1599,-178.3253,582.85,4.4,mb,,116,3.835,0.52,us,us6000e37x,2021-04-21T14:44:34.040Z,"249 km E of Levuka, Fiji",earthquake,10.1,7.5,0.043,155,reviewed,us,us
2021-04-20T17:23:36.259Z,14.0391,-92.9378,7.96,4.5,mb,,139,1.298,1.32,us,us6000e3ah,2021-04-20T17:52:15.040Z,"near the coast of Chiapas, Mexico",earthquake,7,5.7,0.054,101,reviewed,us,us
